,lat,lng,name,vicinity
22,38.9294418,-77.0147304,Washington Hospital Center: Lewis Mary-Margar MD,"110 Irving Street Northwest, Washington"
23,38.9294434,-77.0147266,Washington Hospital Center: Ruiz Maria Elena MD,"110 Irving Street Northwest, Washington"
24,38.9294418,-77.0147304,Bruce Stephanie MD,"110 Irving Street Northwest, Washington"
25,38.9294434,-77.0147266,Washington Hospital Center: Locke Stephanie F MD,"110 Irving Street Northwest # G012, Washington"
26,38.9294434,-77.0147266,Washington Hospital Center: Shah Amit N MD,"110 Irving Street Northwest # G012, Washington"
27,38.9294434,-77.0147266,Washington Hospital Center: Kanda Louis T MD,"110 Irving Street Northwest # G012, Washington"
28,38.9294434,-77.0147266,Washington Hospital Center: Devore Heather K MD,"110 Irving Street Northwest # G012, Washington"
29,38.9294434,-77.0147266,Washington Hospital Center: Veis Judith MD,"110 Irving Street Northwest, Washington"
30,38.9294434,-77.0147266,Washington Hospital Center: Gebreyes Kulleni MD,"110 Irving Street Northwest # G012, Washington"
31,38.92950039999999,-77.0144985,"Dr. Lowell F. Satler, MD","110 Irving Street Northwest #4B-1, Washington"
32,38.92731070000001,-77.014524,Children's National Med Center: Silber Tomas Jose MD,"111 Michigan Avenue Northwest, Washington"
33,38.92950039999999,-77.0144985,"Dr. Aarthi G. Shenoy, MD","110 Irving Street Northwest, Washington"
34,38.92950039999999,-77.0144985,"Dr. Leon L. Lai, MD","110 Irving Street Northwest Suite 1A50B, Washington"
35,38.92950039999999,-77.0144985,"Jorge Garcia, MD","110 Irving Street Northwest, Washington"
36,38.9271809,-77.0146728,"Dr. Joan Conry, MD","111 Michigan Avenue Northwest # 800, Washington"
37,38.92950039999999,-77.0144985,"Hossein Khorashadi, MD | Kaiser Permanente","110 Irving Street Northwest, Washington"
38,38.92731070000001,-77.014524,Children's National Med Center: Pratt Susan J MD,"111 Michigan Avenue Northwest, Washington"
39,38.90408600000001,-77.03057,Digisource,"1313 L Street Northwest, Washington"
40,38.89922490000001,-76.9798776,"Richard A. Wilson Jr., MD","1647 Benning Road Northeast, Washington"
41,38.89949790000001,-77.0039553,"Mary Gorman, MD | Kaiser Permanente","700 2nd Street Northeast, Washington"
42,38.899225,-76.979878,"District Podiatry, PLLC: Lubrina Bryant, DPM","1647 Benning Road Northeast #301, Washington"
43,38.88570109999999,-76.997652,NovaCare Rehabilitation,"600 Pennsylvania Avenue Southeast Suite 202, Washington"
44,38.8995402,-77.0039961,"Dr. Jeremy A. Spencer, MD","700 2nd Street Northeast, Washington"
45,38.88515769999999,-76.99650749999999,"Dr. Shyrl I. Sistrunk, MD","660 Pennsylvania Avenue Southeast #100, Washington"
46,38.89949790000001,-77.0039553,Kanno Mettassebia MD,"700 2nd Street Northeast #1, Washington"
47,38.89949790000001,-77.0039553,Sonny Marya MD,"700 2nd Street Northeast #1, Washington"
48,38.89949790000001,-77.0039553,"Timothy Schneidau, MD | Kaiser Permanente","700 2nd Street Northeast, Washington"
49,38.89949790000001,-77.0039553,"Jason Mitchell, MD | Kaiser Permanente","700 2nd Street Northeast, Washington"
50,38.89949790000001,-77.0039553,Balakrishnan Murali MD,"700 2nd Street Northeast #1, Washington"
51,38.89949790000001,-77.0039553,"Sos Mboijana, MD | Kaiser Permanente","700 2nd Street Northeast, Washington"
52,38.9218091,-76.9894439,Robinson Tori B MD,"1251 Saratoga Avenue Northeast, Washington"
53,38.9065802,-76.9923663,Chittasingh Chantrawan,"800 Florida Avenue Northeast, Washington"
54,38.8995402,-77.0039961,"Clyde C Freeman, MD","700 2nd Street Northeast, Washington"
55,38.8853816,-76.9969706,Chevalier Denise A MD,"650 Pennsylvania Avenue Southeast, Washington"
56,38.8945779,-77.00305130000001,"Russell L. Wade, MSW",Washington
57,38.89949790000001,-77.0039553,Becerra Nelsson H MD,"700 2nd Street Northeast #1, Washington"
58,38.8992097,-77.0042369,"Brad R. Dunn, OD","700 2nd Street Northeast, Washington"
59,38.8851576,-76.99650729999999,Basch Peter MD,"660 Pennsylvania Avenue Southeast #100, Washington"
60,38.8851474,-76.9963625,Medstar Health Physicians: Waterman Daniel H MD,"660 Pennsylvania Avenue Southeast # 100, Washington"
61,38.9005273,-77.0070556,"Dr. Bertley E. Barrow, MD","810 First Street Northeast, Washington"
62,38.9196258,-76.9928374,Adventure Dental,"1060 Brentwood Road Northeast, Washington"
63,38.9006259,-76.978268,"Marcia J. Jackson-Hooper, RN","801 17th Street Northeast, Washington"
64,38.900632,-77.006959,Coffey Jr Gilbert H MD,"810 First Street Northeast #500, Washington"
65,38.8921657,-76.99545599999999,Specialty Hospital-Washington: Guerrero Jorge E MD,"700 Constitution Avenue Northeast, Washington"
66,38.8988434,-76.9773012,Ulnacs Medical Care,"1809 Benning Road Northeast, Washington"
67,38.8995402,-77.0039961,MYCHELLE LORRAYNE SHEGOG M.D. | Kaiser Permanente,"700 2nd Street Northeast, Washington"
68,38.8853816,-76.9969706,Eye Center On Capitol Hill,"650 Pennsylvania Avenue Southeast, Washington"
69,38.899228,-76.9798921,"Edwin C. Chapman, MD","1647 Benning Road Northeast #200, Washington"
70,38.90054370000001,-76.9812635,Kool Smiles Dentist,"1531 Maryland Avenue Northeast, Washington"
71,38.88388529999999,-76.9768102,Unity Health Care Corrections,"1901 D Street Southeast, Washington"
72,38.909323,-77.0068307,Furness Bruce W MD,"64 New York Avenue Northeast, Washington"
73,38.9093346,-77.0068756,"Charneta C. Scott, PHD","64 New York Avenue Northeast, Washington"
74,38.9093346,-77.0068756,"Judy E. Williams, MSW","64 New York Avenue Northeast, Washington"
75,38.909323,-77.0068307,Mahajan Sonali R MD,"64 New York Avenue Northeast, Washington"
76,38.9093346,-77.0068756,"Dr. Raymond J. Brown, MD","64 New York Avenue Northeast, Washington"
77,38.9093346,-77.0068756,"Shana M. Bellow, PhD","64 New York Avenue Northeast, Washington"
78,38.909323,-77.0068307,Williamson Melissa,"64 New York Avenue Northeast # 4, Washington"
79,38.9093346,-77.0068756,"Rosemary Culver, LMFT","64 New York Avenue Northeast, Washington"
80,38.887205,-77.00849529999999,Congresswoman Nan Hayworth,"1440 Longworth Hob, Washington"
81,38.875047,-76.989356,Unity Health Care Inc: Stockham Chad E MD,"1220 12th Street Southeast # 120, Washington"
82,38.8781287,-76.9809301,Brooks Rodney W MD,"660 Pennsylvania Avenue Southeast # 100, Washington"
83,38.875047,-76.989356,Unity Health Care Inc: Oswald Mark A MD,"1220 12th Street Southeast # 120, Washington"
84,38.875047,-76.989356,Unity Health Care Inc: Menon Anju MD,"1220 12th Street Southeast # 120, Washington"
85,38.875047,-76.989356,Unity Health Care Inc: Johnson Thomas M MD,"1220 12th Street Southeast # 120, Washington"
86,38.875047,-76.989356,Levin Ilse R DO,"1220 12th Street Southeast # 120, Washington"
87,38.875047,-76.989356,Unity Health Care Inc: Klein Melissa D MD,"1220 12th Street Southeast # 120, Washington"
88,38.8851474,-76.9963625,Washington Primary Care Physicians,"660 Pennsylvania Avenue Southeast #10, Washington"
89,38.8852028,-76.9964371,"Dr. Melis Sener, MD","660 Pennsylvania Avenue Southeast, Washington"
90,38.885379,-76.9969321,"Eric Emanuel, MD (Mid Atlantic Urology Associates)","650 Pennsylvania Avenue Southeast, Washington"
91,38.87700299999999,-76.99557399999999,Psi Services Inc,"770 M Street Southeast, Washington"
92,38.8857053,-76.9976274,Capitol Hill Orthopedics,"600 Pennsylvania Avenue Southeast #202, Washington"
93,38.8954534,-77.0133259,Kossoff Amy MD,"425 2nd Street Northwest, Washington"
94,38.8954586,-77.0133543,Unity Health Care: Cardile Anne MD,"425 2nd Street Northwest, Washington"
95,38.8954586,-77.0133543,"Dr. James A. Ronan Jr, MD","425 2nd Street Northwest, Washington"
96,38.8853502,-76.9969765,LifeTree Health,"650 Pennsylvania Avenue Southeast #220, Washington"
97,38.8940648,-77.0115289,Junius C. McElveen Jr.,"51 Louisiana Avenue Northwest, Washington"
98,38.8852028,-76.9964371,"Dr. Julene O. Jarrett, MD","660 Pennsylvania Avenue Southeast, Washington"
99,38.89543930000001,-77.0132924,"Dr. William H. Harpster, MD","425 2nd Street Northwest, Washington"
100,38.8853737,-76.97272210000001,"Dr. Andrew T. Catanzaro, MD","1900 Massachusetts Avenue Southeast, Washington"
101,38.88570109999999,-76.997652,"Gilbert R. Nelmes, PA",Washington
102,38.875047,-76.989356,"Dr. Kahlil A. Johnson, MD","1220 12th Street Southeast #120, Washington"
103,38.875047,-76.989356,"Stephanie D. Powell, RDH","1220 12th Street Southeast #120, Washington"
104,38.87529930000001,-76.9897776,"Tynisha Holmes, RDH","1220 12th Street Southeast, Washington"
105,38.875047,-76.989356,Isbell Bergina B MD,"1220 12th Street Southeast # 120, Washington"
106,38.875047,-76.989356,"Dr. Seble G. Kassaye, MD","1220 12th Street Southeast #120, Washington"
107,38.87529930000001,-76.9897776,"Amy B. Shockley, NP","1220 12th Street Southeast, Washington"
108,38.9029656,-77.0457479,"Dr. Sandra I. Read, MD","2021 K Street Northwest #508, Washington"
109,38.902933,-77.045748,"Andrew B. Wolff, MD","2021 K Street Northwest #516, Washington"
110,38.9029756,-77.04551459999999,"Jeffrey B Sherman, MD","2021 K Street Northwest, Washington"
111,38.9049024,-77.0507387,"Dr. James N. Debritz, MD","2300 M Street Northwest, Washington"
112,38.9017001,-77.0484858,"Dr. Mark F. Gourley, MD","2150 Pennsylvania Avenue Northwest, Washington"
113,38.9011918,-77.0485109,"Letitia Carlson, MD","2150 Pennsylvania Avenue Northwest, Washington"
114,38.9016541,-77.04854050000002,George Washington University Med Center: Schroth W Scott MD,"2150 Pennsylvania Avenue Northwest, Washington"
115,38.902893,-77.03916699999999,The Washington Travel Clinic,"1001 Connecticut Avenue Northwest #210, Washington"
116,38.89711689999999,-77.04715449999999,Barnes Jr Reginald D MD,"2112 F Street Northwest, Washington"
117,38.9017001,-77.0484858,Medical Faculty Associates: May Larissa S MD,"2150 Pennsylvania Avenue Northwest # 2B, Washington"
118,38.9017001,-77.0484858,George Washington University Med Center: Aragon-Ching Jeanny B MD,"2150 Pennsylvania Avenue Northwest, Washington"
119,38.9013368,-77.0507854,"Dr. May L. Chin, MD","900 23rd Street Northwest, Washington"
120,38.9010852,-77.05087069999999,"Dr. Shawn N. Sarin, MD","900 23rd Street Northwest, Washington"
121,38.9017001,-77.0484858,George Washington University Med Center: Simon Gary MD,"2150 Pennsylvania Avenue Northwest, Washington"
122,38.9017001,-77.0484858,"Dr. Vincent J. Obias, MD","2150 Pennsylvania Avenue Northwest, Washington"
123,38.9010559,-77.050792,"Dr. Anthony C. Venbrux, MD","900 23rd Street Northwest, Washington"
124,38.9017001,-77.0484858,Medical Faculty Associates Inc: Smith Patricia A MD,"2150 Pennsylvania Avenue Northwest # 8T, Washington"
125,38.9016541,-77.04854050000002,"Dr. Julia B. Frank, MD","2150 Pennsylvania Avenue Northwest, Washington"
126,38.9049677,-77.0507796,"DC Head and Neck - Arjun Joshi, M.D.","4, 2300 M Street Northwest, Washington"
127,38.9017001,-77.0484858,George Washington University Med Center: Lewis Jannet F MD,"2150 Pennsylvania Avenue Northwest, Washington"
128,38.901654,-77.048541,"Dr. Ted L. Rothstein, MD","2150 Pennsylvania Avenue Northwest, Washington"
129,38.90295,-77.0457347,"Dr. Barbara H. Osborn, MD","2021 K Street Northwest, Washington"
130,38.9049024,-77.0507387,"Dr. Philip E. Zapanta, MD","4, 2300 M Street Northwest, Washington"
131,38.90482859999999,-77.05239870000001,"Dr. George B. Bren, MD","2440 M Street Northwest #804, Washington"
132,38.9010212,-77.0379229,Bergstrom Ida Marie MD,"815 Connecticut Avenue Northwest, Washington"
133,38.9050499,-77.0429506,"Dr. Nada Roche, MD","1145 19th Street Northwest #700, Washington"
134,38.897156,-77.047195,Washington Surgical Clinic,"2112 F Street Northwest #400, Washington"
135,38.9017001,-77.0484858,George Washington University Med Center: Parenti David MD,"2150 Pennsylvania Avenue Northwest, Washington"
136,38.9017001,-77.0484858,George Washington University Med Center: Rickles Frederick R MD,"2150 Pennsylvania Avenue Northwest, Washington"
137,38.901337,-77.0485111,Lin Paul P MD,"2150 Pennsylvania Avenue Northwest, Washington"
138,38.901654,-77.048541,The GW Medical Faculty Associates: Primary Care,"2150 Pennsylvania Avenue Northwest, Washington"
139,38.90474100000001,-77.04634089999999,"James H. Frank, MD","1133 21st Street Northwest, Washington"
140,38.90504309999999,-77.05297399999999,Semerjian Hrant MD,"2440 M Street Northwest, Washington"
141,38.9061501,-77.0505431,"Muhammad Shibli, MD","1250 23rd Street Northwest, Washington"
142,38.90504309999999,-77.05297399999999,Pullman & Associates Pediatrics,"2440 M Street Northwest Suite #422, Washington"
143,38.905045,-77.05291,"MI Skin Dermatology Center: Melda Isaac, MD","2440 M Street Northwest #703, Washington"
144,38.9047729,-77.0530075,"Sinan Duzyurek, MD, PLLC","2440 M Street Northwest #413, Washington"
145,38.90504309999999,-77.05297399999999,Bridges R Russell MD,"2440 M Street Northwest #416, Washington"
146,38.90504309999999,-77.05297399999999,Warner Ob/gyn Associates,"2440 M Street Northwest, Washington"
147,38.9050033,-77.05296059999999,"Dr. Jason Rosen, MD","2440 M Street Northwest #710, Washington"
148,38.904898,-77.050963,"Dr. Christine B. Teal, MD","2300 M Street Northwest 8th Floor, Washington"
149,38.9113791,-77.07539489999999,"Dr. Anne Elizabeth O'Donnell, MD","3800 Reservoir Road Northwest, Washington"
150,38.91054869999999,-77.07529029999999,"Dr. Amy Lynn Burke, MD","6, 3800 Reservoir Road Northwest, Washington"
151,38.9105479,-77.0743894,"Dr. Nazaneen N. Grant, MD","3800 Reservoir Road Northwest, Washington"
152,38.9105479,-77.0743894,"Dr. Gaurav Bandi, MD","3800 Reservoir Road North West, Washington, DC 20007, Washington"
153,38.9105479,-77.0743894,Pluta Agnieszka Z MD,"3800 Reservoir Road Northwest, Washington"
154,38.9105479,-77.0743894,"Dr. Brian T. Collins, MD","3800 Reservoir Road Northwest, Washington"
155,38.9105584,-77.0751988,"Dr. Carlos A. Mora, MD","3800 Reservoir Road Northwest, Washington"
156,38.9105479,-77.0743894,Georgetown University Ob/Gyn: Gorman Carolyn M MD,"3800 Reservoir Road Northwest, Washington"
157,38.9105479,-77.0743894,"Dr. Jessica D. Rosen, MD","3800 Reservoir Road Northwest, Washington"
158,38.9105479,-77.0743894,"Dr. Bruce K. Lloyd, MD","3800 Reservoir Road Northwest, Washington"
159,38.9105479,-77.0743894,"Dr. Nicole N. Davarpanah, MD","3800 Reservoir Road Northwest, Washington"
160,38.9336483,-77.085146,Center For Laser Surgery,"3301 New Mexico Avenue Northwest #240, Washington"
161,38.9114532,-77.07527470000001,Hicks Daniel W MD,"3800 Reservoir Road Northwest, Washington"
162,38.9118447,-77.0756487,MedStar Georgetown University Hospital - Sally Joo Bailey,"3800 Reservoir Road Northwest, Washington"
163,38.9118447,-77.0756487,Regan James B MD,"3800 Reservoir Road Northwest # 7, Washington"
164,38.9118079,-77.07568069999999,Georgetown University Hospital Center: Benjamin Stanley B MD,"3800 Reservoir Road Northwest, Washington"
165,38.9118447,-77.0756487,Gonin Joyce M MD,"3800 Reservoir Road Northwest, Washington"
166,38.9120467,-77.07530729999999,"Dr. Catherine Amy Okuliar, MD","Pasquerilla Healthcare Center, 3800 Reservoir Road Northwest, Washington"
167,38.9118447,-77.0756487,"Dr. Joseph G. Verbalis, MD","3800 Reservoir Road Northwest, Washington"
168,38.9119235,-77.07555599999999,"Dr. Sandra D. Allison, MD","3800 Reservoir Road Northwest, Washington"
169,38.9118447,-77.0756487,Georgetown University Ob/Gyn: Amini Dennis MD,"3800 Reservoir Road Northwest, Washington"
170,38.9118447,-77.0756487,Hogan Kevin P MD,"3800 Reservoir Road Northwest # 7, Washington"
171,38.9118447,-77.0756487,"Dr. Craig Martin Kessler, MD","3800 Reservoir Road Northwest, Washington"
172,38.9118447,-77.0756487,Department of Radiology,"3800 Reservoir Road Northwest, Washington"
173,38.9118447,-77.0756487,Georgetown University Hospital: Mott Stephen MD,"3800 Reservoir Road Northwest, Washington"
174,38.93355289999999,-77.0849151,"Foxhall Internists PC: Assil Saleh, MD, MPH","3301 New Mexico Avenue Northwest, Washington"
175,38.9337,-77.0851359,Progressive Radiology Foxhall MRI,"3301 New Mexico Avenue Northwest Suite 132, Washington"
176,38.9118448,-77.0756486,"Lorenzo De Marchi, M.D.","CCC Building, 3800 Reservoir Road Northwest, Washington"
177,38.910564,-77.07433999999999,Brent B Wiesel,"3800 Reservoir Road Northwest, Washington"
178,38.9105479,-77.0743894,Georgetown University Hospital: Francis John E MD,"3800 Reservoir Road Northwest, Washington"
179,38.9114532,-77.07527470000001,"Dr. Joseph M. Choi, MD","3800 Reservoir Road Northwest, Washington"
180,38.9105479,-77.0743894,Wilson Deborah Y MD,"3800 Reservoir Road Northwest, Washington"
181,38.9105479,-77.0743894,"Dr. Chika N. Madu, MD","3800 Reservoir Rd NW, Washington"
182,38.9114532,-77.07527470000001,Santos Cesar C MD,"3800 Reservoir Road Northwest, Washington"
183,38.9116563,-77.0756258,"Emil Cohen, MD","CCC Building, 3800 Reservoir Road Northwest, Washington"
184,38.9105479,-77.0743894,"Dr. Jennifer L. Beach, MD","3800 Reservoir Road Northwest, Washington"
185,38.9112429,-77.0753574,"Dr. Stacey K. Cohn, MD","3800 Reservoir Road Northwest, Washington"
186,38.9105479,-77.0743894,Georgetown University Hospital Center: Bull-Henry Kathy P MD,"3800 Reservoir Road Northwest, Washington"
187,38.9105479,-77.0743894,"Dr. Eileen S. Moore, MD","3800 Reservoir Road Northwest, Washington"
188,38.9105479,-77.0743894,"Dr. Bruce A. Luxon, MD","3800 Reservoir Road Northwest, Washington"
189,38.93355289999999,-77.0849151,Foxhall Internists: Ungar Beth MD,"3301 New Mexico Avenue Northwest # 331, Washington"
190,38.9436233,-77.07776179999999,"Dr. David S. Reitman, MD","4200 Wisconsin Avenue, Washington"
191,38.94498550000001,-77.06345739999999,Coalition of Skin Diseases,"4301 Connecticut Avenue Northwest, Washington"
192,38.93355289999999,-77.0849151,Foxhall Internists PC: Naujokaitis Saulius MD,"3301 New Mexico Avenue Northwest # 348, Washington"
193,38.93355289999999,-77.0849151,Joseph R Novello & Associates,"3301 New Mexico Avenue Northwest # 305, Washington"
194,38.9436233,-77.07776179999999,"Dr. Paola Pergami, MD","4200 Wisconsin Avenue Northwest Suite 400, Washington"
195,38.93355289999999,-77.0849151,Foxhall Internists,"3301 New Mexico Avenue Northwest #348, Washington"
196,38.93355289999999,-77.0849151,"Celia R. Oliveira, MD","3301 New Mexico Avenue Northwest, Washington"
197,38.9336348,-77.0851697,Ascent Audiology & Hearing,"3301 New Mexico Avenue Northwest, Washington"
198,38.9439064,-77.0777071,Psychiatric Institute of Wa: Lowy Adam Freder MD,"4228 Wisconsin Avenue Northwest, Washington"
199,38.93355289999999,-77.0849151,Foxhall Internists: Schubert Richard D MD,"3301 New Mexico Avenue Northwest # 348, Washington"
200,38.93354,-77.0848225,"Dr. Brian M. Long, MD","3301 New Mexico Avenue Northwest, Washington"
201,38.93355289999999,-77.0849151,Allan M Weinstein MD PC,"3301 New Mexico Avenue Northwest #302, Washington"
202,38.93355289999999,-77.0849151,"Dr. Linda L. Yau, MD","3301 New Mexico Avenue Northwest # 348, Washington"
203,38.93354,-77.0848225,"Rebecca C. Voorthuis, OD","3301 New Mexico Avenue Northwest, Washington"
204,38.93354,-77.0848225,"Dr. Elizabeth M. Hartman, MD","3301 New Mexico Avenue Northwest, Washington"
205,38.93354,-77.0848225,"Dr. Michael L. Perlmutter, MD","3301 New Mexico Avenue Northwest, Washington"
206,38.93354,-77.0848225,"Dr. Abbott B. Huang, MD","3301 New Mexico Avenue Northwest, Washington"
207,38.93354,-77.0848225,"Dr. Charles M. Citrin, MD","3301 New Mexico Avenue Northwest, Washington"
208,38.93354,-77.0848225,"Dr. Howard A. Sachs, MD","3301 New Mexico Avenue Northwest, Washington"
209,38.93354,-77.0848225,"Dr. Vivek David, MD","3301 New Mexico Avenue Northwest, Washington"
210,38.93354,-77.0848225,"Dr. Lawrence M. Cohen, MD","3301 New Mexico Avenue Northwest, Washington"
211,38.93354,-77.0848225,"Dr. Thelma D. Lopes, MD","3301 New Mexico Avenue Northwest, Washington"
212,38.93354,-77.0848225,"Dr. Alphonso L. Dial, MD","3301 New Mexico Avenue Northwest, Washington"
213,38.93354,-77.0848225,"Dr. Mark L. Monteferrante, MD","3301 New Mexico Avenue Northwest, Washington"
214,38.93354,-77.0848225,"Dr. Laura J. Robertson, MD","3301 New Mexico Avenue Northwest, Washington"
215,38.93371,-77.0850858,"The Washington Pain Center: John Dombrowski, M.D.","3301 New Mexico Avenue Northwest Suite 346, Washington"
216,38.93354,-77.0848225,"Dr. Agnieszka Kupiec-Banasikowska, MD","3301 New Mexico Avenue Northwest, Washington"
217,38.93354,-77.0848225,"Dr. Catharine L. Kauffman, MD","3301 New Mexico Avenue Northwest, Washington"
218,38.93355289999999,-77.0849151,Foxhall Surgical Associates: Garrett Meredith MD,"3301 New Mexico Avenue Northwest, Washington"
219,38.93354,-77.0848225,Rothschild And Desiderio Mds,"3301 New Mexico Avenue Northwest, Washington"
220,38.93354,-77.0848225,"Michael J. Morse, DPM","3301 New Mexico Avenue Northwest, Washington"
221,38.93355289999999,-77.0849151,Palisades Pediatrics Llc,"Foxhall Square,, 3301 New Mexico Avenue Northwest #218, Washington"
222,38.9337,-77.0851359,NovaCare Rehabilitation,"3301 New Mexico Avenue Northwest Suite 318, Washington"
223,38.93355289999999,-77.0849151,Schuelein Marianne MD,"3301 New Mexico Avenue Northwest # 208, Washington"
224,38.94498550000001,-77.06345739999999,Visionary Eye Doctors,"4301 Connecticut Avenue Northwest #125, Washington"
225,38.9335046,-77.0855958,Foxhall Mri: Mc Farren Krista MD,"3301 New Mexico Avenue Northwest, Washington"
226,38.9297027,-77.0151291,"Dr. Augusto Descalzi Pichard, MD","110 Irving Street Northwest #4b-1, Washington"
227,38.930592,-77.013379,"Dr. Robert Laureno, MD","102 Irving Street Northwest, Washington"
228,38.9290521,-77.014524,"Dr. Francisco King, MD","106 Irving Street Northwest, Washington"
229,38.929543,-77.013673,Altschuler Jonathan A MD,"106 Irving Street Northwest # 2700, Washington"
230,38.92899540000001,-77.0143621,Lu Rui MD,"106 Irving Street Northwest #411, Washington"
231,38.928935,-77.01360199999999,Awah Georges C P MD,"106 Irving Street Northwest, Washington"
232,38.92899540000001,-77.0143621,Cardiology Associates: Seides Stuart F MD,"106 Irving Street Northwest # 2700, Washington"
233,38.928935,-77.01360199999999,Cardiology Associates PC: Robinson Reginald L MD,"106 Irving Street Northwest # 2700, Washington"
234,38.928935,-77.01360199999999,Green Janis MD,"106 Irving Street Northwest # 4400, Washington"
235,38.928935,-77.01360199999999,Cardiology Associates PC: Gallino Robert A MD,"106 Irving Street Northwest # 2700, Washington"
236,38.96691599999999,-77.02704899999999,"Dr. David A. Gooray, MD","6323 Georgia Avenue Northwest #207, Washington"
237,38.9669177,-77.0270752,Largo Medical Associates,"6323 Georgia Avenue Northwest, Washington"
238,38.9480824,-77.0330355,"Andromeda Transcultural Health Alvaro Guzman, MD","1400 Decatur Street Northwest, Washington"
239,38.9669177,-77.0270752,"Dr. Dennis Scurry Jr, MD","6323 Georgia Avenue Northwest, Washington"
240,38.9669177,-77.0270752,Johnson Perpetua B,"6323 Georgia Avenue Northwest # 206A, Washington"
241,38.9669289,-77.0273507,Emecka S Momah Md,"6323 Georgia Avenue Northwest, Washington"
242,38.93633669999999,-77.0373038,Werkman Sidney MD,"3636 16th St NW # Ag29, Washington"
243,38.94105069999999,-77.02775,"Dr. Liliana L. Borensztein, MD","1221 Taylor Street Northwest, Washington"
244,38.93633669999999,-77.0373038,John B Theobalds Md,"3636 16th St NW # Ag69, Washington"
245,38.93633669999999,-77.0373038,"Dr. Gurdeep Singh, MD","3636 16th Street Northwest, Washington"
246,38.941168,-77.027787,"Dr. James T. Thornburgh, MD","1221 Taylor Street Northwest, Washington"
247,38.96691599999999,-77.02704899999999,"Dr. John W. Bedeau, MD","6323 Georgia Avenue Northwest #104, Washington"
248,38.96691599999999,-77.02704899999999,Mocam Medical,"6323 Georgia Avenue Northwest # 106, Washington"
249,38.9669177,-77.0270752,"Cindy Jules, NP","6323 Georgia Avenue Northwest, Washington"
250,38.96691599999999,-77.02704899999999,"Dr. Yunggyo Sohn, MD","6323 Georgia Avenue Northwest, Washington"
251,38.96691599999999,-77.02704899999999,Bedeau & Gooray,"6323 Georgia Avenue Northwest # 104, Washington"
252,38.9669177,-77.0270752,"Kevin E. Jefferson, DPM","6323 Georgia Avenue Northwest, Washington"
253,38.96691599999999,-77.02704899999999,Dr AA Garzon,"6323 Georgia Avenue Northwest, Washington"
254,38.9669177,-77.0270752,"Dr. Peggy J. Scurry, MD","6323 Georgia Avenue Northwest, Washington"
255,38.96691599999999,-77.02704899999999,Metropolitan Health Services Center: Thomas-Bedeau Veronica D MD,"6323 Georgia Avenue Northwest # 104, Washington"
256,38.94105069999999,-77.02775,"Dr. Eugenia M. Priddy, MD","1221 Taylor Street Northwest, Washington"
257,38.96691599999999,-77.02704899999999,Surriya P Azam Md,"6323 Georgia Avenue Northwest, Washington"
258,38.9669177,-77.0270752,"Dr. Emeka S. Momah, DO","6323 Georgia Avenue Northwest, Washington"
